code,ms_name,ms_category,ms_investment_style,ms_id
145052,Sundaram Money Market Dir Qt IDCW-P,Money Market,,F000011569
145053,Sundaram Money Market Dir Frt IDCW-R,Money Market,,F000011564
145054,Sundaram Money Market Dir Dl IDCW-R,Money Market,,F00001155Y
145055,,,,
145056,Sundaram Money Market Dir Mn IDCW-R,Money Market,,F000011567
145057,Sundaram Money Market Dir Qt IDCW-R,Money Market,,F00001156A
145058,Aditya BSL FTP Ser RC Reg Gr,Fixed Maturity Short-Term Bond,,F0000114XF
145063,Aditya BSL FTP Ser RC Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F0000114XJ
145064,Aditya BSL FTP Ser RC Reg IDCW,Fixed Maturity Short-Term Bond,,F0000114XG
145066,Aditya BSL FTP Ser RC Dir Gr,Fixed Maturity Short-Term Bond,,F0000114XH
145067,Aditya BSL FTP Ser RC Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F0000114XK
145068,Aditya BSL FTP Ser RC Dir IDCW,Fixed Maturity Short-Term Bond,,F0000114XI
145069,Aditya BSL FTP Ser RD Dir Gr,Fixed Maturity Short-Term Bond,,F0000114XN
145071,Aditya BSL FTP Ser RD Dir IDCW,Fixed Maturity Short-Term Bond,,F0000114XO
145072,Aditya BSL FTP Ser RD Reg IDCW,Fixed Maturity Short-Term Bond,,F0000114XM
145073,Aditya BSL FTP Ser RD Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F0000114XQ
145074,Aditya BSL FTP Ser RD Reg Gr,Fixed Maturity Short-Term Bond,,F0000114XL
145075,ICICI Pru Manufacture in India Dir Gr,Equity - Other,Large Blend,F00001183P
145076,ICICI Pru Manufacture in IndiaDir IDCW-P,Equity - Other,Large Blend,F00001183N
145077,ICICI Pru Manufacture in India Gr,Equity - Other,Large Blend,F00001183S
145078,ICICI Pru Manufacture in India IDCW-R,Equity - Other,Large Blend,F00001183R
145079,Invesco India FMP Ser 33 B Dir Gr,Fixed Maturity Short-Term Bond,,F0000118IY
145081,Invesco India FMP Ser 33 B Reg Gr,Fixed Maturity Short-Term Bond,,F0000118IU
145083,Kotak FMP Ser 246 Dir IDCW,Fixed Maturity Short-Term Bond,,F00001138I
145084,Kotak FMP Ser 246 Reg Gr,Fixed Maturity Short-Term Bond,,F00001138F
145085,Kotak FMP Ser 246 Reg IDCW,Fixed Maturity Short-Term Bond,,F00001138G
145086,Kotak FMP Ser 246 Dir Gr,Fixed Maturity Short-Term Bond,,F00001138H
145087,Aditya BSL FTP Ser RE Reg Gr,Fixed Maturity Short-Term Bond,,F0000117OA
145088,Aditya BSL FTP Ser RE Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F0000117OF
145089,Aditya BSL FTP Ser RE Dir Gr,Fixed Maturity Short-Term Bond,,F0000117OC
145090,Aditya BSL FTP Ser RE Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F0000117OE
145091,Aditya BSL FTP Ser RE Dir IDCW,Fixed Maturity Short-Term Bond,,F0000117OD
145092,Aditya BSL FTP Ser RE Reg IDCW,Fixed Maturity Short-Term Bond,,F0000117OB
145093,Tata FMP Series 56 B Reg IDCW,Fixed Maturity Short-Term Bond,,F0000118B8
145094,Tata FMP Series 56 B Dir IDCW,Fixed Maturity Short-Term Bond,,F0000118BA
145095,Tata FMP Series 56 B Reg Gr,Fixed Maturity Short-Term Bond,,F0000118B7
145096,Tata FMP Series 56 B Dir Gr,Fixed Maturity Short-Term Bond,,F0000118B9
145097,Aditya BSL FTP Ser QR Reg IDCW,Fixed Maturity Short-Term Bond,,F0000117WJ
145098,Aditya BSL FTP Ser QR Reg Gr,Fixed Maturity Short-Term Bond,,F0000117WI
145099,Aditya BSL FTP Ser QR Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F0000117WN
145100,Aditya BSL FTP Ser QR Dir Gr,Fixed Maturity Short-Term Bond,,F0000117WK
145101,Aditya BSL FTP Ser QR Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F0000117WM
145102,Aditya BSL FTP Ser QR Dir IDCW,Fixed Maturity Short-Term Bond,,F0000117WL
145103,HDFC FMP 1372D Sept 2018(1) Dir IDCW,Fixed Maturity Short-Term Bond,,F0000118PY
145104,HDFC FMP 1372D Sept 2018(1) Dir Gr,Fixed Maturity Short-Term Bond,,F0000118PX
145105,HDFC FMP 1372D Sept 2018(1) Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F0000118PZ
145106,HDFC FMP 1372D Sept 2018(1) Reg IDCW,Fixed Maturity Short-Term Bond,,F0000118PV
145107,HDFC FMP 1372D Sept 2018(1) Reg Gr,Fixed Maturity Short-Term Bond,,F0000118PU
145109,Axis Growth Opportunities Dir IDCW-R,Large & Mid-Cap,Large Growth,F0000119CG
145110,Axis Growth Opportunities Dir Gr,Large & Mid-Cap,Large Growth,F0000119CE
145111,Axis Growth Opportunities Reg IDCW-R,Large & Mid-Cap,Large Growth,F0000119CD
145112,Axis Growth Opportunities Reg Gr,Large & Mid-Cap,Large Growth,F0000119CB
145119,ICICI Pru FMP Ser 84 1286 D F Gr,Fixed Maturity Short-Term Bond,,F0000118BT
145122,ICICI Pru FMP Ser 84 1286 D F Dir Gr,Fixed Maturity Short-Term Bond,,F0000118BW
145123,ICICI Pru FMP Ser 84 1286 D F Qt IDCW,Fixed Maturity Short-Term Bond,,F0000118BU
145124,ICICI Pru FMP Ser 84 1286 D F Dir QtIDCW,Fixed Maturity Short-Term Bond,,F0000118BX
145129,,,,
145131,,,,
145132,,,,
145137,Invesco India Smallcap Dir Gr,Small-Cap,Mid Growth,F000011AMQ
145138,Invesco India Smallcap Dir IDCW-R,Small-Cap,Mid Growth,F000011AMP
145139,Invesco India Smallcap Reg Gr,Small-Cap,Mid Growth,F000011AMT
145140,Invesco India Smallcap Reg IDCW-R,Small-Cap,Mid Growth,F000011AMS
145141,Nippon India FHF XXXIX Ser 9 Dir Gr,Fixed Maturity Short-Term Bond,,F0000119RE
145142,Nippon India FHF XXXIX Ser 9 Dir IDCW,Fixed Maturity Short-Term Bond,,F0000119RF
145143,Nippon India FHF XXXIX Ser 9 Reg Gr,Fixed Maturity Short-Term Bond,,F0000119RC
145144,Nippon India FHF XXXIX Ser 9 Reg IDCW,Fixed Maturity Short-Term Bond,,F0000119RD
145145,UTI FTIF Ser XXX-VI 1107D Dir Gr,Fixed Maturity Short-Term Bond,,F0000119L0
145146,UTI FTIF Ser XXX-VI 1107D Dir Ann IDCW,Fixed Maturity Short-Term Bond,,F0000119KY
145148,UTI FTIF Ser XXX-VI 1107D Reg Ann IDCW,Fixed Maturity Short-Term Bond,,F0000119L3
145149,UTI FTIF Ser XXX-VI 1107D Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F0000119L7
145150,UTI FTIF Ser XXX-VI 1107D Reg Mt IDCW,Fixed Maturity Short-Term Bond,,F0000119L6
145152,UTI FTIF Ser XXX-VI 1107D Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F0000119L2
145153,UTI FTIF Ser XXX-VI 1107D Reg Gr,Fixed Maturity Short-Term Bond,,F0000119L5
145154,UTI FTIF Ser XXX-VI 1107D Dir Mt IDCW,Fixed Maturity Short-Term Bond,,F0000119L1
145155,,,,
145156,,,,
145157,,,,
145158,,,,
145159,SBI Dual Advantage Ser XXX Reg IDCW-P,Fixed Maturity Short-Term Bond,Large Blend,F0000119AX
145160,SBI Dual Advantage Ser XXX Dir IDCW-P,Fixed Maturity Short-Term Bond,Large Blend,F0000119AV
145161,SBI Dual Advantage Ser XXX Dir Gr,Fixed Maturity Short-Term Bond,Large Blend,F0000119AU
145162,SBI Dual Advantage Ser XXX Reg Gr,Fixed Maturity Short-Term Bond,Large Blend,F0000119AW
145163,L&T FMP Ser XVIII 1104 D A Dir D,Fixed Maturity Short-Term Bond,,F0000118VF
145164,L&T FMP Ser XVIII 1104 D A Dir Gr,Fixed Maturity Short-Term Bond,,F0000118VE
145165,L&T FMP Ser XVIII 1104 D A Reg D,Fixed Maturity Short-Term Bond,,F0000118VD
145166,L&T FMP Ser XVIII 1104 D A Reg Gr,Fixed Maturity Short-Term Bond,,F0000118VC
145167,Franklin India FMP Ser 4F Reg Gr,Fixed Maturity Intermediate-Term Bond,,F000011A7U
145168,Franklin India FMP Ser 4F Reg IDCW,Fixed Maturity Intermediate-Term Bond,,F000011A7V
145169,Franklin India FMP Ser 4F Dir IDCW,Fixed Maturity Intermediate-Term Bond,,F000011A7X
145170,Franklin India FMP Ser 4F Reg Qt IDCW,Fixed Maturity Intermediate-Term Bond,,F000011A7Y
145171,Franklin India FMP Ser 4F Dir Gr,Fixed Maturity Intermediate-Term Bond,,F000011A7W
145172,Franklin India FMP Ser 4F Dir Qt IDCW,Fixed Maturity Intermediate-Term Bond,,F000011A7Z
145177,Nippon India FHF XXXIX Ser 11 Dir Gr,Fixed Maturity Short-Term Bond,,F000011AFZ
145178,Nippon India FHF XXXIX Ser 11 Dir IDCW,Fixed Maturity Short-Term Bond,,F000011AG0
145179,Nippon India FHF XXXIX Ser 11 Reg Gr,Fixed Maturity Short-Term Bond,,F000011AFX
145180,Nippon India FHF XXXIX Ser 11 Reg IDCW,Fixed Maturity Short-Term Bond,,F000011AFY
145183,,,,
145184,,,,
145185,,,,
145186,,,,
145187,Kotak FMP Ser 247 Dir Gr,Fixed Maturity Short-Term Bond,,F00001192M
145188,Kotak FMP Ser 247 Reg Gr,Fixed Maturity Short-Term Bond,,F00001192O
145189,Kotak FMP Ser 247 Reg IDCW,Fixed Maturity Short-Term Bond,,F00001192N
145195,Canara Robeco FMP Ser 8 Reg Gr,Fixed Maturity Short-Term Bond,,F000011AEB
145196,Canara Robeco FMP Ser 8 Reg ICDW,Fixed Maturity Short-Term Bond,,F000011AEC
145197,Canara Robeco FMP Ser 8 Dir Gr,Fixed Maturity Short-Term Bond,,F000011AED
145205,Tata Small Cap Fund Reg IDCW-P,Small-Cap,Small Growth,F000011DR1
145206,Tata Small Cap Fund Dir Gr,Small-Cap,Small Growth,F000011DR4
145207,Tata Small Cap Fund Dir IDCW-P,Small-Cap,Small Growth,F000011DR5
145208,Tata Small Cap Fund Reg Gr,Small-Cap,Small Growth,F000011DR0
145209,Tata Small Cap Fund Dir IDCW-R,Small-Cap,Small Growth,F000011DR6
145210,Tata Small Cap Fund Reg IDCW-R,Small-Cap,Small Growth,F000011DR2
145211,Tata FMP Series 56 C Reg IDCW,Fixed Maturity Short-Term Bond,,F0000119T6
145212,Tata FMP Series 56 C Dir IDCW,Fixed Maturity Short-Term Bond,,F0000119T4
145213,Tata FMP Series 56 C Reg Gr,Fixed Maturity Short-Term Bond,,F0000119T7
145214,Tata FMP Series 56 C Dir Gr,Fixed Maturity Short-Term Bond,,F0000119T5
145225,HSBC Equity Hybrid Fund Reg IDCW-R,Aggressive Allocation,Large Growth,F0000119CL
145226,HSBC Equity Hybrid Fund Dir IDCW-R,Aggressive Allocation,Large Growth,F0000119CI
145227,HSBC Equity Hybrid Fund Reg Gr,Aggressive Allocation,Large Growth,F0000119CM
145228,HSBC Equity Hybrid Fund Dir Gr,Aggressive Allocation,Large Growth,F0000119CJ
145229,SBI Debt Fund Ser C 26 Dir Gr,Fixed Maturity Short-Term Bond,,F000011A82
145230,SBI Debt Fund Ser C 26 Dir IDCW,Fixed Maturity Short-Term Bond,,F000011A83
145231,SBI Debt Fund Ser C 26 Reg IDCW,Fixed Maturity Short-Term Bond,,F000011A81
145232,SBI Debt Fund Ser C 26 Reg Gr,Fixed Maturity Short-Term Bond,,F000011A80
145233,Aditya BSL FTP Ser RH Reg Gr,Fixed Maturity Short-Term Bond,,F0000119SQ
145234,Aditya BSL FTP Ser RH Reg IDCW,Fixed Maturity Short-Term Bond,,F0000119SP
145235,Aditya BSL FTP Ser RH Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F0000119SR
145236,Aditya BSL FTP Ser RH Dir Gr,Fixed Maturity Short-Term Bond,,F0000119SN
145237,Aditya BSL FTP Ser RH Dir IDCW,Fixed Maturity Short-Term Bond,,F0000119SM
145238,Aditya BSL FTP Ser RH Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F0000119SO
145239,Kotak FMP Ser 248 Dir IDCW,Fixed Maturity Short-Term Bond,,F0000119SW
145240,Kotak FMP Ser 248 Dir Gr,Fixed Maturity Short-Term Bond,,F0000119SX
145241,Kotak FMP Ser 248 Reg IDCW,Fixed Maturity Short-Term Bond,,F0000119SY
145242,Kotak FMP Ser 248 Reg Gr,Fixed Maturity Short-Term Bond,,F0000119SZ
145248,IDFC FTP Ser 162 Dir Qt IDCW,Fixed Maturity Ultrashort-Term Bond,,F000011B0R
145249,IDFC FTP Ser 162 Reg Qt IDCW,Fixed Maturity Ultrashort-Term Bond,,F000011B0O
145251,IDFC FTP Ser 162 Dir Gr,Fixed Maturity Ultrashort-Term Bond,,F000011B0P
145252,IDFC FTP Ser 162 Reg Gr,Fixed Maturity Ultrashort-Term Bond,,F000011B0M
145272,HDFC FMP 1280D Oct 2018(1) Dir Gr,Fixed Maturity Short-Term Bond,,F000011AVY
145274,HDFC FMP 1280D Oct 2018(1) Reg Gr,Fixed Maturity Short-Term Bond,,F000011AW1
145275,HDFC FMP 1280D Oct 2018(1) Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F000011AW2
145281,HDFC FMP 1344D Oct 2018(1) Dir IDCW,Fixed Maturity Short-Term Bond,,F000011AW3
145282,HDFC FMP 1344D Oct 2018(1) Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F000011AW5
145283,HDFC FMP 1344D Oct 2018(1) Reg IDCW,Fixed Maturity Short-Term Bond,,F000011AW6
145284,HDFC FMP 1344D Oct 2018(1) Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F000011AW8
145285,HDFC FMP 1344D Oct 2018(1) Dir Gr,Fixed Maturity Short-Term Bond,,F000011AW4
145286,HDFC FMP 1344D Oct 2018(1) Reg Gr,Fixed Maturity Short-Term Bond,,F000011AW7
145287,UTI Floater Reg Gr,Floating Rate,,F000011BCE
145288,UTI Floater Reg HY IDCW-R,Floating Rate,,F000011BCQ
145289,UTI Floater Reg Ann IDCW-R,Floating Rate,,F000011BCP
145290,UTI Floater Dir Qt IDCW-R,Floating Rate,,F000011BCJ
145291,UTI Floater Dir Flexi IDCW-R,Floating Rate,,F000011BCK
145292,UTI Floater Reg Flexi IDCW-R,Floating Rate,,F000011BCO
145293,UTI Floater Dir Ann IDCW-R,Floating Rate,,F000011BCL
145294,UTI Floater Reg Qt IDCW-R,Floating Rate,,F000011BCN
145295,UTI Floater Dir Gr,Floating Rate,,F000011BC9
145296,UTI Floater Dir HY IDCW-R,Floating Rate,,F000011BCM
145297,,,,
145298,,,,
145299,,,,
145300,,,,
145301,,,,
145302,,,,
145303,Tata FMP Series 56 D Reg Gr,Fixed Maturity Short-Term Bond,,F000011BAK
145304,Tata FMP Series 56 D Dir Gr,Fixed Maturity Short-Term Bond,,F000011BAI
145305,Tata FMP Series 56 D Dir IDCW,Fixed Maturity Short-Term Bond,,F000011BAH
145306,Tata FMP Series 56 D Reg IDCW,Fixed Maturity Short-Term Bond,,F000011BAJ
145307,ICICI Pru FMP Ser 84 1275 D K Dir Gr,Fixed Maturity Short-Term Bond,,F000011B2J
145308,ICICI Pru FMP Ser 84 1275 D K Qt IDCW,Fixed Maturity Short-Term Bond,,F000011B2O
145309,ICICI Pru FMP Ser 84 1275 D K HYIDCW,Fixed Maturity Short-Term Bond,,F000011B2N
145310,ICICI Pru FMP Ser 84 1275 D K Dir HYIDCW,Fixed Maturity Short-Term Bond,,F000011B2K
145312,ICICI Pru FMP Ser 84 1275 D K Gr,Fixed Maturity Short-Term Bond,,F000011B2M
145317,Franklin India FMP Ser 5A Reg Gr,Fixed Maturity Short-Term Bond,,F000011ELM
145318,Franklin India FMP Ser 5A Dir Gr,Fixed Maturity Short-Term Bond,,F000011ELJ
145319,Franklin India FMP Ser 5A Dir IDCW,Fixed Maturity Short-Term Bond,,F000011ELK
145320,Franklin India FMP Ser 5A Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F000011ELL
145321,Franklin India FMP Ser 5A Reg IDCW,Fixed Maturity Short-Term Bond,,F000011ELN
145322,Franklin India FMP Ser 5A Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F000011ELO
145325,UTI FTIF Ser XXX-VIII 1286D Reg Gr,Fixed Maturity Short-Term Bond,,F000011DLA
145329,UTI FTIF Ser XXX-VIII 1286D Dir Gr,Fixed Maturity Short-Term Bond,,F000011DL9
145334,UTI FTIF Ser XXX-IX 1266D Reg Gr,Fixed Maturity Short-Term Bond,,F000011D9O
145335,UTI FTIF Ser XXX-IX 1266D Reg Mt IDCW,Fixed Maturity Short-Term Bond,,F000011D9S
145336,UTI FTIF Ser XXX-IX 1266D Reg Fl IDCW,Fixed Maturity Short-Term Bond,,F000011D9Q
145337,UTI FTIF Ser XXX-IX 1266D Reg Ann IDCW,Fixed Maturity Short-Term Bond,,F000011D9R
145338,UTI FTIF Ser XXX-IX 1266D Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F000011D9P
145339,UTI FTIF Ser XXX-IX 1266D Dir Gr,Fixed Maturity Short-Term Bond,,F000011D9J
145340,UTI FTIF Ser XXX-IX 1266D Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F000011D9K
145341,UTI FTIF Ser XXX-IX 1266D Dir Mt IDCW,Fixed Maturity Short-Term Bond,,F000011D9N
145347,,,,
145348,,,,
145349,,,,
145350,,,,
145351,Aditya BSL FTP Ser RI Reg GR,Fixed Maturity Short-Term Bond,,F000011D22
145352,Aditya BSL FTP Ser RI Reg IDCW,Fixed Maturity Short-Term Bond,,F000011D23
145353,Aditya BSL FTP Ser RI Dir GR,Fixed Maturity Short-Term Bond,,F000011D20
145354,Aditya BSL FTP Ser RI Dir IDCW,Fixed Maturity Short-Term Bond,,F000011D21
145355,Mahindra Manu Rural Bharat&Consmp Reg Gr,Equity - Other,Large Blend,F000011DPD
145356,Mahindra Manu Rural Bharat&Consmp Dir Gr,Equity - Other,Large Blend,F000011DPA
145357,Mahindra ManuRuralBharat&ConsmpDirIDCW-R,Equity - Other,Large Blend,F000011DP9
145358,Mahindra ManuRuralBharat&ConsmpRegIDCW-R,Equity - Other,Large Blend,F000011DPC
145371,SBI Debt Fund Ser C 27 Reg Gr,Fixed Maturity Short-Term Bond,,F000011EB2
145372,SBI Debt Fund Ser C 27 Dir Gr,Fixed Maturity Short-Term Bond,,F000011EB0
145373,SBI Debt Fund Ser C 27 Dir IDCW-P,Fixed Maturity Short-Term Bond,,F000011EB1
145374,SBI Debt Fund Ser C 27 Reg IDCW-P,Fixed Maturity Short-Term Bond,,F000011EB3
145375,L&T Focused Equity Dir IDCW-R,Focused Fund,Large Growth,F000011ECJ
145376,L&T Focused Equity Dir Gr,Focused Fund,Large Growth,F000011ECH
145377,L&T Focused Equity Reg IDCW-R,Focused Fund,Large Growth,F000011ECM
145378,L&T Focused Equity Reg Gr,Focused Fund,Large Growth,F000011ECK
145379,Kotak FMP Ser 250 Reg Gr,Fixed Maturity Short-Term Bond,,F000011DL4
145380,Kotak FMP Ser 250 Reg IDCW-P,Fixed Maturity Short-Term Bond,,F000011DL3
145381,Kotak FMP Ser 250 Dir Gr,Fixed Maturity Short-Term Bond,,F000011DL2
145387,Baroda Dynamic Equity Reg Gr,Dynamic Asset Allocation,Large Blend,F000011E53
145388,HDFC FMP 1261D Oct 2018(1) Dir IDCW,Fixed Maturity Short-Term Bond,,F000011EK5
145389,Baroda Dynamic Equity Reg IDCW-R,Dynamic Asset Allocation,Large Blend,F000011E55
145391,HDFC FMP 1261D Oct 2018(1) Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F000011EK4
145394,HDFC FMP 1261D Oct 2018(1) Dir Gr,Fixed Maturity Short-Term Bond,,F000011EK6
145395,HDFC FMP 1261D Oct 2018(1) Reg Gr,Fixed Maturity Short-Term Bond,,F000011EK3
145396,Baroda Dynamic Equity Dir Gr,Dynamic Asset Allocation,Large Blend,F000011E50
145397,Baroda Dynamic Equity Dir IDCW-R,Dynamic Asset Allocation,Large Blend,F000011E52
145399,ICICI Pru Ultra Short Term Reg Dl IDCW,Ulta Short Duration,,F000011ECB
145400,ICICI Pru Ultra Short Term Dir Wk IDCW-R,Ulta Short Duration,,F000011ISB
145401,ICICI Pru Ultra Short Term Dir Fn IDCW-R,Ulta Short Duration,,F000011HFM
145402,ICICI Pru Ultra Short Term Reg Wk IDCW-R,Ulta Short Duration,,F000011F2M
145403,ICICI Pru Ultra Short Term Fortn IDCW-R,Ulta Short Duration,,F000013UPD
145404,ICICI Pru Ultra Short Term Dir Dl IDCW-R,Ulta Short Duration,,F000011PV9
145405,Nippon India FHF XXXIX Ser 14 Reg IDCW-P,Fixed Maturity Short-Term Bond,,F000011EKA
145406,Nippon India FHF XXXIX Ser 14 Dir IDCW-P,Fixed Maturity Short-Term Bond,,F000011EK8
145407,Nippon India FHF XXXIX Ser 14 Dir Gr,Fixed Maturity Short-Term Bond,,F000011EK9
145408,Nippon India FHF XXXIX Ser 14 Reg Gr,Fixed Maturity Short-Term Bond,,F000011EKB
145409,Aditya BSL FTP Ser RL Reg Gr,Fixed Maturity Short-Term Bond,,F000011EKF
145410,Aditya BSL FTP Ser RL Reg IDCW,Fixed Maturity Short-Term Bond,,F000011EKE
145412,Aditya BSL FTP Ser RL Dir Gr,Fixed Maturity Short-Term Bond,,F000011EKD
145415,UTI FTIF Ser XXX-X 1267D Dir Gr,Fixed Maturity Short-Term Bond,,F000011GGO
145419,UTI FTIF Ser XXX-X 1267D Reg Gr,Fixed Maturity Short-Term Bond,,F000011GGT
145422,UTI FTIF Ser XXX-X 1267D Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F000011GGP
145423,UTI FTIF Ser XXX-X 1267D Reg Ann IDCW,Fixed Maturity Short-Term Bond,,F000011GGW
145424,UTI FTIF Ser XXX-X 1267D Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F000011GGU
145425,HDFC FMP 1265D Oct 2018(1) Dir IDCW,Fixed Maturity Short-Term Bond,,F000011EZW
145426,HDFC FMP 1265D Oct 2018(1) Dir Gr,Fixed Maturity Short-Term Bond,,F000011EZX
145427,HDFC FMP 1265D Oct 2018(1) Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F000011EZV
145428,HDFC FMP 1265D Oct 2018(1) Reg IDCW,Fixed Maturity Short-Term Bond,,F000011EZZ
145429,HDFC FMP 1265D Oct 2018(1) Reg Gr,Fixed Maturity Short-Term Bond,,F000011F00
145430,HDFC FMP 1265D Oct 2018(1) Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F000011EZY
145431,ICICI Pru FMP Ser 84 1247 D M Dir Gr,Fixed Maturity Intermediate-Term Bond,,F000011FSG
145432,ICICI Pru FMP Ser 84 1247 D M Qt IDCW,Fixed Maturity Intermediate-Term Bond,,F000011FSI
145434,ICICI Pru FMP Ser 84 1247 D M HY IDCW,Fixed Maturity Intermediate-Term Bond,,F000011FSH
145436,ICICI Pru FMP Ser 84 1247 D M Gr,Fixed Maturity Intermediate-Term Bond,,F000011FSJ
145437,Kotak Qt Intrvl Ser 12 Reg Gr,Liquid,,F000011FK7
145440,Kotak Qt Intrvl Ser 12 Dir Gr,Liquid,,F000011FK4
145441,Kotak Qt Intrvl Ser 12 Reg IDCW-P,Liquid,,F000011FK8
145443,ICICI Pru Bharat Consumption 5 Dir Cum,Equity - Other,Mid Blend,F000011FP0
145444,ICICI Pru Bharat Consumption 5 DirIDCW-P,Equity - Other,Mid Blend,F000011FP1
145445,ICICI Pru Bharat Consumption 5 RegIDCW-P,Equity - Other,Mid Blend,F000011FP4
145446,ICICI Pru Bharat Consumption 5 Reg Cum,Equity - Other,Mid Blend,F000011FP3
145453,DSP Healthcare Fund Reg IDCW-R,Sector - Healthcare,Mid Growth,F000011GVU
145454,DSP Healthcare Fund Dir Gr,Sector - Healthcare,Mid Growth,F000011GVP
145455,DSP Healthcare Fund Dir IDCW-R,Sector - Healthcare,Mid Growth,F000011GVR
145456,DSP Healthcare Fund Reg Gr,Sector - Healthcare,Mid Growth,F000011GVS
145458,HDFC FMP 1260D Oct 2018(1) Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F000011G0R
145461,HDFC FMP 1260D Oct 2018(1) Dir Gr,Fixed Maturity Short-Term Bond,,F000011G0T
145462,HDFC FMP 1260D Oct 2018(1) Reg Gr,Fixed Maturity Short-Term Bond,,F000011G0W
145467,Aditya BSL FTP Ser RN Reg Gr,Fixed Maturity Short-Term Bond,,F000011G0M
145468,Aditya BSL FTP Ser RN Reg IDCW,Fixed Maturity Short-Term Bond,,F000011G0L
145469,Aditya BSL FTP Ser RN Dir Gr,Fixed Maturity Short-Term Bond,,F000011G0K
145470,Aditya BSL FTP Ser RN Dir IDCW,Fixed Maturity Short-Term Bond,,F000011G0J
145471,Union Value Discovery Fund Reg Gr,Value,Large Blend,F000011GYA
145472,Union Value Discovery Fund Reg IDCW-R,Value,Large Blend,F000011GYB
145473,Union Value Discovery Fund Dir Gr,Value,Large Blend,F000011GY6
145474,Union Value Discovery Fund Dir IDCW-R,Value,Large Blend,F000011GY7
145475,Sundaram Equity Savings Reg Gr,Equity - Savings,Large Blend,F000011IF1
145476,Sundaram Equity Savings Reg IDCW-P,Equity - Savings,Large Blend,F000011IF2
145477,Sundaram Equity Savings Reg IDCW-R,Equity - Savings,Large Blend,F000011IF3
145478,Sundaram Equity Savings Dir Gr,Equity - Savings,Large Blend,F000011IEX
145479,Sundaram Equity Savings Dir IDCW-P,Equity - Savings,Large Blend,F000011IEY
145480,Sundaram Equity Savings Dir IDCW-R,Equity - Savings,Large Blend,F000011IEZ
145481,Aditya BSL Overnight Reg Gr,Overnight,,F000011F1E
145482,Aditya BSL Overnight Reg Wk IDCW-R,Overnight,,F000011F1H
145483,Aditya BSL Overnight Reg Dl IDCW-R,Overnight,,F000011F1G
145485,Aditya BSL Overnight Reg Mn IDCW-P,Overnight,,F000011F1F
145486,Aditya BSL Overnight Dir Gr,Overnight,,F000011F18
145487,Aditya BSL Overnight Dir Dl IDCW-R,Overnight,,F000011F1A
145488,,,,
145489,Aditya BSL Overnight Dir Wk IDCW-R,Overnight,,F000011F1B
145491,HDFC FMP 1246D Nov 2018(1) Dir IDCW-P,Fixed Maturity Short-Term Bond,,F000011H1T
145492,HDFC FMP 1246D Nov 2018(1) Dir Gr,Fixed Maturity Short-Term Bond,,F000011H1S
145493,HDFC FMP 1246D Nov 2018(1) Dir Qt IDCW-P,Fixed Maturity Short-Term Bond,,F000011H1U
145494,HDFC FMP 1246D Nov 2018(1) Reg IDCW-P,Fixed Maturity Short-Term Bond,,F000011H1Q
145495,HDFC FMP 1246D Nov 2018(1) Reg Gr,Fixed Maturity Short-Term Bond,,F000011H1P
145496,HDFC FMP 1246D Nov 2018(1) Reg Qt IDCW-P,Fixed Maturity Short-Term Bond,,F000011H1R
145497,SBI Debt Fund Ser C 28 Direct IDCW-P,Fixed Maturity Short-Term Bond,,F000011HBL
145498,SBI Debt Fund Ser C 28 Regular IDCW-P,Fixed Maturity Short-Term Bond,,F000011HBN
145499,SBI Debt Fund Ser C 28 Direct Gr,Fixed Maturity Short-Term Bond,,F000011HBK
145500,SBI Debt Fund Ser C 28 Regular Gr,Fixed Maturity Short-Term Bond,,F000011HBM
145501,,,,
145502,,,,
145503,,,,
145504,,,,
145505,UTI FTIF Ser XXX-XI 1246D Dir Gr,Fixed Maturity Short-Term Bond,,F000011HPH
145506,UTI FTIF Ser XXX-XI 1246D Dir Ann IDCW,Fixed Maturity Short-Term Bond,,F000011HPK
